"GO.ID","Term","Annotated","Significant","Expected","classicFisher","p_adjust_FDR","p_adjust_Bonferroni"
"GO:0006911","phagocytosis, engulfment",6,0,0.07,1,1,1
"GO:0006913","nucleocytoplasmic transport",74,0,0.91,1,1,1
"GO:0006914","autophagy",70,0,0.86,1,1,1
"GO:0006919","activation of cysteine-type endopeptidas...",7,0,0.09,1,1,1
"GO:0006928","movement of cell or subcellular componen...",289,0,3.54,1,1,1
"GO:0006935","chemotaxis",133,0,1.63,1,1,1
"GO:0006936","muscle contraction",7,0,0.09,1,1,1
"GO:0006949","syncytium formation",30,0,0.37,1,1,1
"GO:0006952","defense response",127,0,1.56,1,1,1
"GO:0006963","positive regulation of antibacterial pep...",12,0,0.15,1,1,1
"GO:0006964","positive regulation of biosynthetic proc...",7,0,0.09,1,1,1
"GO:0006979","response to oxidative stress",41,0,0.5,1,1,1
"GO:0006986","response to unfolded protein",7,0,0.09,1,1,1
"GO:0006997","nucleus organization",23,0,0.28,1,1,1
"GO:0007005","mitochondrion organization",60,0,0.73,1,1,1
"GO:0007009","plasma membrane organization",21,0,0.26,1,1,1
"GO:0007015","actin filament organization",79,0,0.97,1,1,1
"GO:0007016","cytoskeletal anchoring at plasma membran...",8,0,0.1,1,1,1
"GO:0007018","microtubule-based movement",32,0,0.39,1,1,1
"GO:0007019","microtubule depolymerization",5,0,0.06,1,1,1
"GO:0007020","microtubule nucleation",6,0,0.07,1,1,1
"GO:0007028","cytoplasm organization",39,0,0.48,1,1,1
"GO:0007029","endoplasmic reticulum organization",9,0,0.11,1,1,1
"GO:0007030","Golgi organization",31,0,0.38,1,1,1
"GO:0007031","peroxisome organization",5,0,0.06,1,1,1
"GO:0007032","endosome organization",8,0,0.1,1,1,1
"GO:0007033","vacuole organization",21,0,0.26,1,1,1
"GO:0007034","vacuolar transport",44,0,0.54,1,1,1
"GO:0007040","lysosome organization",6,0,0.07,1,1,1
"GO:0007041","lysosomal transport",9,0,0.11,1,1,1
"GO:0007043","cell-cell junction assembly",16,0,0.2,1,1,1
"GO:0007051","spindle organization",38,0,0.47,1,1,1
"GO:0007052","mitotic spindle organization",31,0,0.38,1,1,1
"GO:0007056","spindle assembly involved in female meio...",8,0,0.1,1,1,1
"GO:0007060","male meiosis chromosome segregation",5,0,0.06,1,1,1
"GO:0007062","sister chromatid cohesion",14,0,0.17,1,1,1
"GO:0007076","mitotic chromosome condensation",11,0,0.13,1,1,1
"GO:0007080","mitotic metaphase plate congression",9,0,0.11,1,1,1
"GO:0007093","mitotic cell cycle checkpoint",68,0,0.83,1,1,1
"GO:0007094","mitotic spindle assembly checkpoint",9,0,0.11,1,1,1
"GO:0007095","mitotic G2 DNA damage checkpoint",55,0,0.67,1,1,1
"GO:0007097","nuclear migration",11,0,0.13,1,1,1
"GO:0007098","centrosome cycle",70,0,0.86,1,1,1
"GO:0007099","centriole replication",17,0,0.21,1,1,1
"GO:0007100","mitotic centrosome separation",5,0,0.06,1,1,1
"GO:0007112","male meiosis cytokinesis",15,0,0.18,1,1,1
"GO:0007113","endomitotic cell cycle",9,0,0.11,1,1,1
"GO:0007126","meiotic nuclear division",83,0,1.02,1,1,1
"GO:0007127","meiosis I",26,0,0.32,1,1,1
"GO:0007131","reciprocal meiotic recombination",7,0,0.09,1,1,1
"GO:0007135","meiosis II",7,0,0.09,1,1,1
"GO:0007140","male meiosis",36,0,0.44,1,1,1
"GO:0007141","male meiosis I",6,0,0.07,1,1,1
"GO:0007143","female meiotic division",41,0,0.5,1,1,1
"GO:0007156","homophilic cell adhesion via plasma memb...",9,0,0.11,1,1,1
"GO:0007157","heterophilic cell-cell adhesion via plas...",6,0,0.07,1,1,1
"GO:0007160","cell-matrix adhesion",6,0,0.07,1,1,1
"GO:0007162","negative regulation of cell adhesion",10,0,0.12,1,1,1
"GO:0007163","establishment or maintenance of cell pol...",110,0,1.35,1,1,1
"GO:0007164","establishment of tissue polarity",55,0,0.67,1,1,1
"GO:0007166","cell surface receptor signaling pathway",345,0,4.22,1,1,1
"GO:0007167","enzyme linked receptor protein signaling...",148,0,1.81,1,1,1
"GO:0007169","transmembrane receptor protein tyrosine ...",107,0,1.31,1,1,1
"GO:0007173","epidermal growth factor receptor signali...",51,0,0.62,1,1,1
"GO:0007178","transmembrane receptor protein serine/th...",45,0,0.55,1,1,1
"GO:0007179","transforming growth factor beta receptor...",22,0,0.27,1,1,1
"GO:0007184","SMAD protein import into nucleus",8,0,0.1,1,1,1
"GO:0007186","G-protein coupled receptor signaling pat...",42,0,0.51,1,1,1
"GO:0007219","Notch signaling pathway",91,0,1.11,1,1,1
"GO:0007220","Notch receptor processing",9,0,0.11,1,1,1
"GO:0007221","positive regulation of transcription of ...",6,0,0.07,1,1,1
"GO:0007224","smoothened signaling pathway",39,0,0.48,1,1,1
"GO:0007227","signal transduction downstream of smooth...",5,0,0.06,1,1,1
"GO:0007228","positive regulation of hh target transcr...",5,0,0.06,1,1,1
"GO:0007254","JNK cascade",36,0,0.44,1,1,1
"GO:0007264","small GTPase mediated signal transductio...",108,0,1.32,1,1,1
"GO:0007265","Ras protein signal transduction",91,0,1.11,1,1,1
"GO:0007266","Rho protein signal transduction",21,0,0.26,1,1,1
"GO:0007268","chemical synaptic transmission",100,0,1.22,1,1,1
"GO:0007269","neurotransmitter secretion",50,0,0.61,1,1,1
"GO:0007274","neuromuscular synaptic transmission",29,0,0.36,1,1,1
"GO:0007279","pole cell formation",8,0,0.1,1,1,1
"GO:0007280","pole cell migration",13,0,0.16,1,1,1
"GO:0007282","cystoblast division",9,0,0.11,1,1,1
"GO:0007288","sperm axoneme assembly",5,0,0.06,1,1,1
"GO:0007289","spermatid nucleus differentiation",7,0,0.09,1,1,1
"GO:0007291","sperm individualization",25,0,0.31,1,1,1
"GO:0007293","germarium-derived egg chamber formation",54,0,0.66,1,1,1
"GO:0007294","germarium-derived oocyte fate determinat...",13,0,0.16,1,1,1
"GO:0007297","ovarian follicle cell migration",72,0,0.88,1,1,1
"GO:0007298","border follicle cell migration",67,0,0.82,1,1,1
"GO:0007300","ovarian nurse cell to oocyte transport",13,0,0.16,1,1,1
"GO:0007303","cytoplasmic transport, nurse cell to ooc...",6,0,0.07,1,1,1
"GO:0007308","oocyte construction",67,0,0.82,1,1,1
"GO:0007309","oocyte axis specification",67,0,0.82,1,1,1
"GO:0007310","oocyte dorsal/ventral axis specification",21,0,0.26,1,1,1
"GO:0007314","oocyte anterior/posterior axis specifica...",48,0,0.59,1,1,1
"GO:0007315","pole plasm assembly",36,0,0.44,1,1,1
"GO:0007316","pole plasm RNA localization",33,0,0.4,1,1,1
"GO:0007317","regulation of pole plasm oskar mRNA loca...",17,0,0.21,1,1,1
"GO:0007319","negative regulation of oskar mRNA transl...",5,0,0.06,1,1,1
"GO:0007338","single fertilization",10,0,0.12,1,1,1
"GO:0007348","regulation of syncytial blastoderm mitot...",5,0,0.06,1,1,1
"GO:0007349","cellularization",52,0,0.64,1,1,1
"GO:0007350","blastoderm segmentation",121,0,1.48,1,1,1
"GO:0007351","tripartite regional subdivision",81,0,0.99,1,1,1
"GO:0007354","zygotic determination of anterior/poster...",17,0,0.21,1,1,1
"GO:0007362","terminal region determination",15,0,0.18,1,1,1
"GO:0007365","periodic partitioning",26,0,0.32,1,1,1
"GO:0007367","segment polarity determination",20,0,0.24,1,1,1
"GO:0007368","determination of left/right symmetry",6,0,0.07,1,1,1
"GO:0007377","germ-band extension",6,0,0.07,1,1,1
"GO:0007379","segment specification",18,0,0.22,1,1,1
"GO:0007380","specification of segmental identity, hea...",6,0,0.07,1,1,1
"GO:0007386","compartment pattern specification",6,0,0.07,1,1,1
"GO:0007389","pattern specification process",275,0,3.37,1,1,1
"GO:0007390","germ-band shortening",11,0,0.13,1,1,1
"GO:0007391","dorsal closure",63,0,0.77,1,1,1
"GO:0007392","initiation of dorsal closure",13,0,0.16,1,1,1
"GO:0007394","dorsal closure, elongation of leading ed...",10,0,0.12,1,1,1
"GO:0007398","ectoderm development",18,0,0.22,1,1,1
"GO:0007402","ganglion mother cell fate determination",5,0,0.06,1,1,1
"GO:0007405","neuroblast proliferation",59,0,0.72,1,1,1
"GO:0007406","negative regulation of neuroblast prolif...",20,0,0.24,1,1,1
"GO:0007409","axonogenesis",153,0,1.87,1,1,1
"GO:0007411","axon guidance",121,0,1.48,1,1,1
"GO:0007413","axonal fasciculation",10,0,0.12,1,1,1
"GO:0007416","synapse assembly",81,0,0.99,1,1,1
"GO:0007418","ventral midline development",5,0,0.06,1,1,1
"GO:0007420","brain development",60,0,0.73,1,1,1
"GO:0007424","open tracheal system development",110,0,1.35,1,1,1
"GO:0007426","tracheal outgrowth, open tracheal system",15,0,0.18,1,1,1
"GO:0007427","epithelial cell migration, open tracheal...",27,0,0.33,1,1,1
"GO:0007428","primary branching, open tracheal system",11,0,0.13,1,1,1
"GO:0007430","terminal branching, open tracheal system",16,0,0.2,1,1,1
"GO:0007431","salivary gland development",96,0,1.18,1,1,1
"GO:0007432","salivary gland boundary specification",14,0,0.17,1,1,1
"GO:0007435","salivary gland morphogenesis",78,0,0.96,1,1,1
"GO:0007436","larval salivary gland morphogenesis",9,0,0.11,1,1,1
"GO:0007438","oenocyte development",5,0,0.06,1,1,1
"GO:0007439","ectodermal digestive tract development",7,0,0.09,1,1,1
"GO:0007440","foregut morphogenesis",6,0,0.07,1,1,1
"GO:0007442","hindgut morphogenesis",38,0,0.47,1,1,1
"GO:0007443","Malpighian tubule morphogenesis",32,0,0.39,1,1,1
"GO:0007445","determination of imaginal disc primordiu...",7,0,0.09,1,1,1
"GO:0007446","imaginal disc growth",29,0,0.36,1,1,1
"GO:0007447","imaginal disc pattern formation",65,0,0.8,1,1,1
"GO:0007448","anterior/posterior pattern specification...",15,0,0.18,1,1,1
"GO:0007449","proximal/distal pattern formation, imagi...",13,0,0.16,1,1,1
"GO:0007450","dorsal/ventral pattern formation, imagin...",32,0,0.39,1,1,1
"GO:0007451","dorsal/ventral lineage restriction, imag...",5,0,0.06,1,1,1
"GO:0007455","eye-antennal disc morphogenesis",24,0,0.29,1,1,1
"GO:0007458","progression of morphogenetic furrow invo...",7,0,0.09,1,1,1
"GO:0007460","R8 cell fate commitment",11,0,0.13,1,1,1
"GO:0007464","R3/R4 cell fate commitment",12,0,0.15,1,1,1
"GO:0007465","R7 cell fate commitment",18,0,0.22,1,1,1
"GO:0007469","antennal development",11,0,0.13,1,1,1
"GO:0007473","wing disc proximal/distal pattern format...",6,0,0.07,1,1,1
"GO:0007474","imaginal disc-derived wing vein specific...",30,0,0.37,1,1,1
"GO:0007475","apposition of dorsal and ventral imagina...",8,0,0.1,1,1,1
"GO:0007478","leg disc morphogenesis",51,0,0.62,1,1,1
"GO:0007479","leg disc proximal/distal pattern formati...",10,0,0.12,1,1,1
"GO:0007480","imaginal disc-derived leg morphogenesis",50,0,0.61,1,1,1
"GO:0007482","haltere development",8,0,0.1,1,1,1
"GO:0007483","genital disc morphogenesis",10,0,0.12,1,1,1
"GO:0007484","imaginal disc-derived genitalia developm...",14,0,0.17,1,1,1
"GO:0007485","imaginal disc-derived male genitalia dev...",13,0,0.16,1,1,1
"GO:0007487","analia development",5,0,0.06,1,1,1
"GO:0007488","histoblast morphogenesis",10,0,0.12,1,1,1
"GO:0007492","endoderm development",8,0,0.1,1,1,1
"GO:0007494","midgut development",13,0,0.16,1,1,1
"GO:0007498","mesoderm development",53,0,0.65,1,1,1
"GO:0007501","mesodermal cell fate specification",5,0,0.06,1,1,1
"GO:0007507","heart development",53,0,0.65,1,1,1
"GO:0007509","mesoderm migration involved in gastrulat...",6,0,0.07,1,1,1
"GO:0007516","hemocyte development",6,0,0.07,1,1,1
"GO:0007517","muscle organ development",80,0,0.98,1,1,1
"GO:0007519","skeletal muscle tissue development",6,0,0.07,1,1,1
"GO:0007520","myoblast fusion",30,0,0.37,1,1,1
"GO:0007522","visceral muscle development",6,0,0.07,1,1,1
"GO:0007525","somatic muscle development",38,0,0.47,1,1,1
"GO:0007526","larval somatic muscle development",16,0,0.2,1,1,1
"GO:0007527","adult somatic muscle development",5,0,0.06,1,1,1
"GO:0007528","neuromuscular junction development",77,0,0.94,1,1,1
"GO:0007530","sex determination",14,0,0.17,1,1,1
"GO:0007538","primary sex determination",12,0,0.15,1,1,1
"GO:0007539","primary sex determination, soma",9,0,0.11,1,1,1
"GO:0007548","sex differentiation",54,0,0.66,1,1,1
"GO:0007549","dosage compensation",8,0,0.1,1,1,1
"GO:0007562","eclosion",10,0,0.12,1,1,1
"GO:0007564","regulation of chitin-based cuticle tanni...",6,0,0.07,1,1,1
"GO:0007568","aging",78,0,0.96,1,1,1
"GO:0007584","response to nutrient",8,0,0.1,1,1,1
"GO:0007586","digestion",6,0,0.07,1,1,1
"GO:0007591","molting cycle, chitin-based cuticle",35,0,0.43,1,1,1
"GO:0007593","chitin-based cuticle sclerotization",18,0,0.22,1,1,1
"GO:0007601","visual perception",10,0,0.12,1,1,1
"GO:0007602","phototransduction",24,0,0.29,1,1,1
"GO:0007603","phototransduction, visible light",15,0,0.18,1,1,1
"GO:0007605","sensory perception of sound",17,0,0.21,1,1,1
"GO:0007606","sensory perception of chemical stimulus",22,0,0.27,1,1,1
"GO:0007608","sensory perception of smell",13,0,0.16,1,1,1
"GO:0007610","behavior",211,0,2.58,1,1,1
"GO:0007611","learning or memory",69,0,0.84,1,1,1
"GO:0007612","learning",38,0,0.47,1,1,1
"GO:0007613","memory",44,0,0.54,1,1,1
"GO:0007614","short-term memory",12,0,0.15,1,1,1
"GO:0007616","long-term memory",30,0,0.37,1,1,1
"GO:0007617","mating behavior",33,0,0.4,1,1,1
"GO:0007618","mating",37,0,0.45,1,1,1
"GO:0007619","courtship behavior",21,0,0.26,1,1,1
"GO:0007620","copulation",8,0,0.1,1,1,1
"GO:0007622","rhythmic behavior",46,0,0.56,1,1,1
"GO:0007623","circadian rhythm",54,0,0.66,1,1,1
"GO:0007626","locomotory behavior",90,0,1.1,1,1,1
"GO:0007629","flight behavior",13,0,0.16,1,1,1
"GO:0007631","feeding behavior",17,0,0.21,1,1,1
"GO:0007632","visual behavior",7,0,0.09,1,1,1
"GO:0007635","chemosensory behavior",53,0,0.65,1,1,1
"GO:0008015","blood circulation",10,0,0.12,1,1,1
"GO:0008016","regulation of heart contraction",8,0,0.1,1,1,1
"GO:0008033","tRNA processing",8,0,0.1,1,1,1
"GO:0008037","cell recognition",45,0,0.55,1,1,1
"GO:0008038","neuron recognition",45,0,0.55,1,1,1
"GO:0008039","synaptic target recognition",13,0,0.16,1,1,1
"GO:0008045","motor neuron axon guidance",28,0,0.34,1,1,1
"GO:0008049","male courtship behavior",18,0,0.22,1,1,1
"GO:0008052","sensory organ boundary specification",15,0,0.18,1,1,1
"GO:0008055","ocellus pigment biosynthetic process",6,0,0.07,1,1,1
"GO:0008057","eye pigment granule organization",6,0,0.07,1,1,1
"GO:0008062","eclosion rhythm",7,0,0.09,1,1,1
"GO:0008063","Toll signaling pathway",20,0,0.24,1,1,1
"GO:0008064","regulation of actin polymerization or de...",22,0,0.27,1,1,1
"GO:0008069","dorsal/ventral axis specification, ovari...",11,0,0.13,1,1,1
"GO:0008078","mesodermal cell migration",9,0,0.11,1,1,1
"GO:0008088","axo-dendritic transport",11,0,0.13,1,1,1
"GO:0008101","decapentaplegic signaling pathway",11,0,0.13,1,1,1
"GO:0008103","oocyte microtubule cytoskeleton polariza...",14,0,0.17,1,1,1
"GO:0008104","protein localization",239,0,2.93,1,1,1
"GO:0008105","asymmetric protein localization",26,0,0.32,1,1,1
"GO:0008154","actin polymerization or depolymerization",26,0,0.32,1,1,1
"GO:0008156","negative regulation of DNA replication",7,0,0.09,1,1,1
"GO:0008202","steroid metabolic process",6,0,0.07,1,1,1
"GO:0008205","ecdysone metabolic process",5,0,0.06,1,1,1
"GO:0008213","protein alkylation",27,0,0.33,1,1,1
"GO:0008258","head involution",21,0,0.26,1,1,1
"GO:0008277","regulation of G-protein coupled receptor...",18,0,0.22,1,1,1
"GO:0008285","negative regulation of cell proliferatio...",53,0,0.65,1,1,1
"GO:0008286","insulin receptor signaling pathway",24,0,0.29,1,1,1
"GO:0008293","torso signaling pathway",24,0,0.29,1,1,1
"GO:0008298","intracellular mRNA localization",41,0,0.5,1,1,1
"GO:0008306","associative learning",34,0,0.42,1,1,1
"GO:0008315","meiotic G2/MI transition",5,0,0.06,1,1,1
"GO:0008333","endosome to lysosome transport",5,0,0.06,1,1,1
"GO:0008340","determination of adult lifespan",74,0,0.91,1,1,1
"GO:0008343","adult feeding behavior",5,0,0.06,1,1,1
"GO:0008344","adult locomotory behavior",33,0,0.4,1,1,1
"GO:0008345","larval locomotory behavior",10,0,0.12,1,1,1
"GO:0008347","glial cell migration",20,0,0.24,1,1,1
"GO:0008354","germ cell migration",28,0,0.34,1,1,1
"GO:0008355","olfactory learning",31,0,0.38,1,1,1
"GO:0008358","maternal determination of anterior/poste...",50,0,0.61,1,1,1
"GO:0008361","regulation of cell size",45,0,0.55,1,1,1
"GO:0008362","chitin-based embryonic cuticle biosynthe...",6,0,0.07,1,1,1
"GO:0008363","larval chitin-based cuticle development",8,0,0.1,1,1,1
"GO:0008380","RNA splicing",155,0,1.9,1,1,1
"GO:0008406","gonad development",32,0,0.39,1,1,1
"GO:0008407","chaeta morphogenesis",28,0,0.34,1,1,1
"GO:0008543","fibroblast growth factor receptor signal...",10,0,0.12,1,1,1
"GO:0008544","epidermis development",31,0,0.38,1,1,1
"GO:0008582","regulation of synaptic growth at neuromu...",50,0,0.61,1,1,1
"GO:0008585","female gonad development",10,0,0.12,1,1,1
"GO:0008586","imaginal disc-derived wing vein morphoge...",33,0,0.4,1,1,1
"GO:0008587","imaginal disc-derived wing margin morpho...",33,0,0.4,1,1,1
"GO:0008589","regulation of smoothened signaling pathw...",24,0,0.29,1,1,1
"GO:0008592","regulation of Toll signaling pathway",11,0,0.13,1,1,1
"GO:0008593","regulation of Notch signaling pathway",68,0,0.83,1,1,1
"GO:0008594","photoreceptor cell morphogenesis",9,0,0.11,1,1,1
"GO:0008595","anterior/posterior axis specification, e...",81,0,0.99,1,1,1
"GO:0008608","attachment of spindle microtubules to ki...",5,0,0.06,1,1,1
"GO:0008610","lipid biosynthetic process",30,0,0.37,1,1,1
"GO:0008630","intrinsic apoptotic signaling pathway in...",7,0,0.09,1,1,1
"GO:0008654","phospholipid biosynthetic process",10,0,0.12,1,1,1
"GO:0009047","dosage compensation by hyperactivation o...",5,0,0.06,1,1,1
"GO:0009060","aerobic respiration",16,0,0.2,1,1,1
"GO:0009062","fatty acid catabolic process",11,0,0.13,1,1,1
"GO:0009063","cellular amino acid catabolic process",6,0,0.07,1,1,1
"GO:0009064","glutamine family amino acid metabolic pr...",8,0,0.1,1,1,1
"GO:0009072","aromatic amino acid family metabolic pro...",6,0,0.07,1,1,1
"GO:0009100","glycoprotein metabolic process",22,0,0.27,1,1,1
"GO:0009101","glycoprotein biosynthetic process",22,0,0.27,1,1,1
"GO:0009108","coenzyme biosynthetic process",12,0,0.15,1,1,1
"GO:0009132","nucleoside diphosphate metabolic process",11,0,0.13,1,1,1
"GO:0009135","purine nucleoside diphosphate metabolic ...",9,0,0.11,1,1,1
"GO:0009179","purine ribonucleoside diphosphate metabo...",9,0,0.11,1,1,1
"GO:0009185","ribonucleoside diphosphate metabolic pro...",9,0,0.11,1,1,1
"GO:0009187","cyclic nucleotide metabolic process",9,0,0.11,1,1,1
"GO:0009190","cyclic nucleotide biosynthetic process",5,0,0.06,1,1,1
"GO:0009266","response to temperature stimulus",44,0,0.54,1,1,1
"GO:0009267","cellular response to starvation",50,0,0.61,1,1,1
"GO:0009306","protein secretion",29,0,0.36,1,1,1
"GO:0009308","amine metabolic process",7,0,0.09,1,1,1
"GO:0009311","oligosaccharide metabolic process",5,0,0.06,1,1,1
"GO:0009314","response to radiation",76,0,0.93,1,1,1
"GO:0009408","response to heat",28,0,0.34,1,1,1
"GO:0009411","response to UV",11,0,0.13,1,1,1
"GO:0009416","response to light stimulus",57,0,0.7,1,1,1
"GO:0009451","RNA modification",15,0,0.18,1,1,1
"GO:0009453","energy taxis",9,0,0.11,1,1,1
"GO:0009566","fertilization",11,0,0.13,1,1,1
"GO:0009581","detection of external stimulus",29,0,0.36,1,1,1
"GO:0009582","detection of abiotic stimulus",29,0,0.36,1,1,1
"GO:0009583","detection of light stimulus",28,0,0.34,1,1,1
"GO:0009584","detection of visible light",19,0,0.23,1,1,1
"GO:0009593","detection of chemical stimulus",8,0,0.1,1,1,1
"GO:0009611","response to wounding",37,0,0.45,1,1,1
"GO:0009612","response to mechanical stimulus",9,0,0.11,1,1,1
"GO:0009615","response to virus",23,0,0.28,1,1,1
"GO:0009617","response to bacterium",69,0,0.84,1,1,1
"GO:0009620","response to fungus",23,0,0.28,1,1,1
"GO:0009628","response to abiotic stimulus",154,0,1.89,1,1,1
"GO:0009629","response to gravity",10,0,0.12,1,1,1
"GO:0009649","entrainment of circadian clock",8,0,0.1,1,1,1
"GO:0009719","response to endogenous stimulus",98,0,1.2,1,1,1
"GO:0009725","response to hormone",41,0,0.5,1,1,1
"GO:0009743","response to carbohydrate",8,0,0.1,1,1,1
"GO:0009744","response to sucrose",6,0,0.07,1,1,1
"GO:0009755","hormone-mediated signaling pathway",16,0,0.2,1,1,1
"GO:0009792","embryo development ending in birth or eg...",111,0,1.36,1,1,1
"GO:0009794","regulation of mitotic cell cycle, embryo...",10,0,0.12,1,1,1
"GO:0009798","axis specification",113,0,1.38,1,1,1
"GO:0009799","specification of symmetry",8,0,0.1,1,1,1
"GO:0009826","unidimensional cell growth",14,0,0.17,1,1,1
"GO:0009855","determination of bilateral symmetry",8,0,0.1,1,1,1
"GO:0009880","embryonic pattern specification",130,0,1.59,1,1,1
"GO:0009913","epidermal cell differentiation",23,0,0.28,1,1,1
"GO:0009914","hormone transport",14,0,0.17,1,1,1
"GO:0009948","anterior/posterior axis specification",83,0,1.02,1,1,1
"GO:0009950","dorsal/ventral axis specification",40,0,0.49,1,1,1
"GO:0009952","anterior/posterior pattern specification",101,0,1.24,1,1,1
"GO:0009953","dorsal/ventral pattern formation",79,0,0.97,1,1,1
"GO:0009954","proximal/distal pattern formation",14,0,0.17,1,1,1
"GO:0009966","regulation of signal transduction",351,0,4.3,1,1,1
"GO:0009967","positive regulation of signal transducti...",156,0,1.91,1,1,1
"GO:0009968","negative regulation of signal transducti...",154,0,1.89,1,1,1
"GO:0009991","response to extracellular stimulus",82,0,1,1,1,1
"GO:0009994","oocyte differentiation",78,0,0.96,1,1,1
"GO:0009996","negative regulation of cell fate specifi...",17,0,0.21,1,1,1
"GO:0009997","negative regulation of cardioblast cell ...",5,0,0.06,1,1,1
"GO:0010001","glial cell differentiation",18,0,0.22,1,1,1
"GO:0010002","cardioblast differentiation",11,0,0.13,1,1,1
"GO:0010033","response to organic substance",167,0,2.05,1,1,1
"GO:0010035","response to inorganic substance",11,0,0.13,1,1,1
"GO:0010038","response to metal ion",8,0,0.1,1,1,1
"GO:0010092","specification of animal organ identity",5,0,0.06,1,1,1
"GO:0010160","formation of animal organ boundary",29,0,0.36,1,1,1
"GO:0010165","response to X-ray",5,0,0.06,1,1,1
"GO:0010171","body morphogenesis",5,0,0.06,1,1,1
"GO:0010212","response to ionizing radiation",18,0,0.22,1,1,1
"GO:0010243","response to organonitrogen compound",44,0,0.54,1,1,1
"GO:0010256","endomembrane system organization",67,0,0.82,1,1,1
"GO:0010259","multicellular organism aging",77,0,0.94,1,1,1
"GO:0010324","membrane invagination",9,0,0.11,1,1,1
"GO:0010332","response to gamma radiation",8,0,0.1,1,1,1
"GO:0010388","cullin deneddylation",8,0,0.1,1,1,1
"GO:0010389","regulation of G2/M transition of mitotic...",61,0,0.75,1,1,1
"GO:0010453","regulation of cell fate commitment",22,0,0.27,1,1,1
"GO:0010454","negative regulation of cell fate commitm...",18,0,0.22,1,1,1
"GO:0010506","regulation of autophagy",41,0,0.5,1,1,1
"GO:0010507","negative regulation of autophagy",14,0,0.17,1,1,1
"GO:0010508","positive regulation of autophagy",11,0,0.13,1,1,1
"GO:0010528","regulation of transposition",6,0,0.07,1,1,1
"GO:0010529","negative regulation of transposition",5,0,0.06,1,1,1
"GO:0010562","positive regulation of phosphorus metabo...",62,0,0.76,1,1,1
"GO:0010563","negative regulation of phosphorus metabo...",29,0,0.36,1,1,1
"GO:0010591","regulation of lamellipodium assembly",12,0,0.15,1,1,1
"GO:0010592","positive regulation of lamellipodium ass...",6,0,0.07,1,1,1
"GO:0010608","posttranscriptional regulation of gene e...",65,0,0.8,1,1,1
"GO:0010631","epithelial cell migration",95,0,1.16,1,1,1
"GO:0010632","regulation of epithelial cell migration",10,0,0.12,1,1,1
"GO:0010638","positive regulation of organelle organiz...",35,0,0.43,1,1,1
"GO:0010639","negative regulation of organelle organiz...",28,0,0.34,1,1,1
"GO:0010646","regulation of cell communication",386,0,4.73,1,1,1
"GO:0010647","positive regulation of cell communicatio...",171,0,2.09,1,1,1
"GO:0010648","negative regulation of cell communicatio...",159,0,1.95,1,1,1
"GO:0010669","epithelial structure maintenance",12,0,0.15,1,1,1
"GO:0010721","negative regulation of cell development",48,0,0.59,1,1,1
"GO:0010769","regulation of cell morphogenesis involve...",33,0,0.4,1,1,1
"GO:0010770","positive regulation of cell morphogenesi...",9,0,0.11,1,1,1
"GO:0010771","negative regulation of cell morphogenesi...",5,0,0.06,1,1,1
"GO:0010817","regulation of hormone levels",26,0,0.32,1,1,1
"GO:0010821","regulation of mitochondrion organization",9,0,0.11,1,1,1
"GO:0010883","regulation of lipid storage",13,0,0.16,1,1,1
"GO:0010948","negative regulation of cell cycle proces...",82,0,1,1,1,1
"GO:0010950","positive regulation of endopeptidase act...",13,0,0.16,1,1,1
"GO:0010952","positive regulation of peptidase activit...",13,0,0.16,1,1,1
"GO:0010959","regulation of metal ion transport",5,0,0.06,1,1,1
"GO:0010970","transport along microtubule",15,0,0.18,1,1,1
"GO:0010972","negative regulation of G2/M transition o...",56,0,0.69,1,1,1
"GO:0010975","regulation of neuron projection developm...",46,0,0.56,1,1,1
"GO:0010976","positive regulation of neuron projection...",15,0,0.18,1,1,1
"GO:0010977","negative regulation of neuron projection...",6,0,0.07,1,1,1
"GO:0012502","induction of programmed cell death",8,0,0.1,1,1,1
"GO:0014009","glial cell proliferation",8,0,0.1,1,1,1
"GO:0014013","regulation of gliogenesis",6,0,0.07,1,1,1
"GO:0014019","neuroblast development",7,0,0.09,1,1,1
"GO:0014041","regulation of neuron maturation",7,0,0.09,1,1,1
"GO:0014070","response to organic cyclic compound",47,0,0.58,1,1,1
"GO:0014706","striated muscle tissue development",12,0,0.15,1,1,1
"GO:0014866","skeletal myofibril assembly",5,0,0.06,1,1,1
"GO:0014902","myotube differentiation",30,0,0.37,1,1,1
"GO:0015031","protein transport",157,0,1.92,1,1,1
"GO:0015698","inorganic anion transport",9,0,0.11,1,1,1
"GO:0015833","peptide transport",14,0,0.17,1,1,1
"GO:0015931","nucleobase-containing compound transport",34,0,0.42,1,1,1
"GO:0015980","energy derivation by oxidation of organi...",48,0,0.59,1,1,1
"GO:0016032","viral process",27,0,0.33,1,1,1
"GO:0016042","lipid catabolic process",18,0,0.22,1,1,1
"GO:0016049","cell growth",72,0,0.88,1,1,1
"GO:0016050","vesicle organization",39,0,0.48,1,1,1
"GO:0016051","carbohydrate biosynthetic process",8,0,0.1,1,1,1
"GO:0016052","carbohydrate catabolic process",11,0,0.13,1,1,1
"GO:0016053","organic acid biosynthetic process",14,0,0.17,1,1,1
"GO:0016054","organic acid catabolic process",19,0,0.23,1,1,1
"GO:0016055","Wnt signaling pathway",88,0,1.08,1,1,1
