"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC3601",0,0,15,0,15,0,15,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;cellular response to heat;chromosome organization;response to heat",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0032889 FBgn0037718 FBgn0051354 FBgn0013277 FBgn0004179 FBgn0013276 FBgn0001219 FBgn0013278 FBgn0013275 FBgn0001319 FBgn0033401 FBgn0013279 FBgn0034838 FBgn0035513 FBgn0027052 "
"FC3602",0,0,12,3,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0033210 FBgn0261791 FBgn0031607 FBgn0039600 FBgn0023167 FBgn0022942 FBgn0000426 FBgn0032388 FBgn0016978 FBgn0261789 FBgn0031492 FBgn0025571 FBgn0028474 FBgn0261792 FBgn0021895 "
"FC3603",0,1,9,1,11,0.0909090909090909,11,"Predicted","mRNA processing","mRNA processing;regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;RNA processing;mRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0036239 FBgn0017550 FBgn0011666 FBgn0011725 FBgn0261619 FBgn0085436 FBgn0030096 FBgn0051716 FBgn0025638 FBgn0000556 FBgn0033029 "
"FC3604",0,0,8,0,8,0,8,"Predicted","mitochondrial transport","mitochondrial transport;mitochondrion organization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035641 FBgn0038326 FBgn0031359 FBgn0015245 FBgn0020764 FBgn0030529 FBgn0031818 FBgn0001142 "
"FC3605",0,0,4,0,4,0,4,"Predicted","putative complex without known function","putative complex without known function",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0011305 FBgn0031453 FBgn0034361 FBgn0003205 "
"FC3606",0,0,15,0,15,0,15,"Predicted","cellular lipid metabolic process","cellular lipid metabolic process;lipid biosynthetic process;lipid metabolic process;cellular biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0029975 FBgn0014868 FBgn0035195 FBgn0030670 FBgn0086357 FBgn0035771 FBgn0053303 FBgn0034277 FBgn0045866 FBgn0035471 FBgn0019925 FBgn0051523 FBgn0051522 FBgn0033844 FBgn0033980 "
"FC3607",0,1,9,0,10,0.1,10,"Predicted","nucleosome assembly","nucleosome assembly;chromatin assembly;DNA packaging;chromatin assembly or disassembly;DNA conformation change",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0037376 FBgn0013981 FBgn0051618 FBgn0053889 FBgn0053881 FBgn0040477 FBgn0053883 FBgn0053848 FBgn0053871 FBgn0029094 "
"FC3608",0,0,10,0,10,0,10,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;interphase of mitotic cell cycle;regulation of interphase of mitotic cell cycle;proteolysis involved in cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0034704 FBgn0010316 FBgn0038042 FBgn0026176 FBgn0025637 FBgn0032956 FBgn0015509 FBgn0020309 FBgn0035959 FBgn0025638 "
"FC3609",0,0,12,0,12,0,12,"Predicted","transcription from RNA polymerase III promoter","transcription from RNA polymerase III promoter;transcription, DNA-dependent;RNA biosynthetic process;RNA metabolic process;nucleic acid metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0039218 FBgn0033571 FBgn0004463 FBgn0030687 FBgn0086447 FBgn0037121 FBgn0028402 FBgn0031657 FBgn0053051 FBgn0036188 FBgn0036775 FBgn0038951 "
"FC3610",0,0,15,0,15,0,15,"Predicted","rRNA processing","rRNA processing;ncRNA processing;rRNA metabolic process;ncRNA metabolic process;RNA processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0030067 FBgn0038275 FBgn0022069 FBgn0025140 FBgn0038989 FBgn0033059 FBgn0052564 FBgn0028473 FBgn0026196 FBgn0032404 FBgn0030720 FBgn0032408 FBgn0028744 FBgn0003279 FBgn0037899 "
"FC3611",0,0,11,0,11,0,11,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;modification-dependent macromolecule catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0004907 FBgn0044020 FBgn0042102 FBgn0033337 FBgn0039632 FBgn0026176 FBgn0036510 FBgn0032377 FBgn0025637 FBgn0015509 FBgn0038056 "
"FC3612",0,0,15,0,15,0,15,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;cellular response to heat;chromosome organization;response to heat",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0037718 FBgn0051354 FBgn0013277 FBgn0037716 FBgn0013276 FBgn0013278 FBgn0031883 FBgn0013275 FBgn0033401 FBgn0013279 FBgn0035513 FBgn0034838 FBgn0040359 FBgn0261278 FBgn0027052 "
"FC3613",0,8,7,0,15,0.533333333333333,15,"Predicted","proteolysis involved in cellular protein catabolic process","proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;cellular macromolecule catabolic process;response to DNA damage stimulus;proteolysis",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0032492 FBgn0028693 FBgn0028692 FBgn0028695 FBgn0039147 FBgn0020369 FBgn0015282 FBgn0032725 FBgn0035443 FBgn0015283 FBgn0028688 FBgn0002787 FBgn0032596 FBgn0036224 FBgn0028691 "
"FC3614",0,0,15,0,15,0,15,"Predicted","ribosome biogenesis","ribosome biogenesis;ribonucleoprotein complex biogenesis;cellular component biogenesis at cellular level;gene expression;cellular macromolecule metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0030067 FBgn0022069 FBgn0025140 FBgn0038989 FBgn0033059 FBgn0032298 FBgn0028473 FBgn0035769 FBgn0032404 FBgn0031730 FBgn0034915 FBgn0030720 FBgn0032408 FBgn0028744 FBgn0037899 "
"FC3615",0,1,13,1,15,0.0666666666666667,15,"Predicted","protein folding","protein folding;oxidation-reduction process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0033518 FBgn0037607 FBgn0024352 FBgn0026418 FBgn0086254 FBgn0035438 FBgn0026761 FBgn0015379 FBgn0025885 FBgn0040064 FBgn0261671 FBgn0036290 FBgn0026170 FBgn0031459 FBgn0022774 "
"FC3616",0,2,12,0,14,0.142857142857143,14,"Predicted","nucleosome assembly","nucleosome assembly;chromatin assembly;DNA packaging;chromatin assembly or disassembly;DNA conformation change",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0061209 FBgn0013981 FBgn0027620 FBgn0011604 FBgn0000212 FBgn0043002 FBgn0001197 FBgn0015766 FBgn0010355 FBgn0051611 FBgn0043001 FBgn0040078 FBgn0029094 FBgn0037445 "
"FC3617",0,0,3,0,3,0,3,"Predicted","asymmetric neuroblast division","asymmetric neuroblast division;neuroblast division;neuroblast proliferation;Malpighian tubule development;generation of neurons",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0002973 FBgn0025739 FBgn0000163 "
"FC3618",0,0,14,0,14,0,14,"Predicted","protein folding","protein folding;response to heat;cellular protein metabolic process;protein metabolic process;response to temperature stimulus",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0011244 FBgn0004907 FBgn0037718 FBgn0051354 FBgn0001216 FBgn0013277 FBgn0036505 FBgn0086708 FBgn0001230 FBgn0013276 FBgn0010531 FBgn0003079 FBgn0033235 FBgn0013275 "
"FC3619",1,0,13,1,15,0,15,"Predicted","mRNA processing","mRNA processing;mRNA metabolic process;RNA processing;RNA metabolic process;regulation of gene expression",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0039183 FBgn0028982 FBgn0037816 FBgn0261800 FBgn0032487 FBgn0032921 FBgn0250785 FBgn0034879 FBgn0001986 FBgn0033039 FBgn0038269 FBgn0037815 FBgn0036916 FBgn0032346 FBgn0260648 "
"FC3620",0,0,5,0,5,0,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0020618 FBgn0035016 FBgn0035397 FBgn0011760 FBgn0033352 "
"FC3621",0,0,15,0,15,0,15,"Predicted","neurotransmitter secretion","neurotransmitter secretion;regulation of neurotransmitter levels;signal release;secretion by cell;synaptic transmission",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0036643 FBgn0033452 FBgn0037115 FBgn0001216 FBgn0028401 FBgn0003660 FBgn0260857 FBgn0250791 FBgn0044871 FBgn0034913 FBgn0024980 FBgn0086377 FBgn0011288 FBgn0260855 FBgn0028552 "
"FC3622",1,0,5,0,6,0,6,"Predicted","SMAD protein import into nucleus","SMAD protein import into nucleus;protein import into nucleus;nuclear import;transmembrane receptor protein serine/threonine kinase signaling pathway;nucleocytoplasmic transport",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0032961 FBgn0014189 FBgn0010348 FBgn0031661 FBgn0033264 FBgn0024509 "
"FC3623",0,3,9,0,12,0.25,12,"Predicted","ATP synthesis coupled proton transport","ATP synthesis coupled proton transport;ATP biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ATP metabolic process;purine nucleoside triphosphate biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0011211 FBgn0037046 FBgn0035032 FBgn0032846 FBgn0014391 FBgn0016691 FBgn0032075 FBgn0010217 FBgn0038224 FBgn0016120 FBgn0020235 FBgn0019644 "
"FC3624",0,1,6,1,8,0.125,8,"Predicted","organ morphogenesis","organ morphogenesis;embryonic morphogenesis;tissue development;embryo development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0085401 FBgn0002526 FBgn0261800 FBgn0002528 FBgn0053087 FBgn0036023 FBgn0030348 FBgn0014388 "
"FC3625",0,0,7,0,7,0,7,"Predicted","mitochondrial electron transport, NADH to ubiquinone","mitochondrial electron transport, NADH to ubiquinone;mitochondrial ATP synthesis coupled electron transport;ATP synthesis coupled electron transport;respiratory electron transport chain;oxidative phosphorylation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0039669 FBgn0030718 FBgn0017567 FBgn0031436 FBgn0031771 FBgn0017566 FBgn0031684 "
"FC3626",0,0,6,0,6,0,6,"Predicted","Golgi vesicle transport","Golgi vesicle transport;vesicle-mediated transport",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0027496 FBgn0035195 FBgn0010348 FBgn0029687 FBgn0037108 FBgn0034202 "
"FC3627",0,0,13,0,13,0,13,"Predicted","regulation of actin filament polymerization","regulation of actin filament polymerization;regulation of actin polymerization or depolymerization;regulation of actin filament length;regulation of actin cytoskeleton organization;regulation of cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0032731 FBgn0065032 FBgn0025865 FBgn0031690 FBgn0052831 FBgn0026418 FBgn0001961 FBgn0011742 FBgn0011570 FBgn0037723 FBgn0031437 FBgn0032859 FBgn0038369 "
"FC3628",0,1,7,0,8,0.125,8,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033998 FBgn0030293 FBgn0053813 FBgn0036028 FBgn0035347 FBgn0038252 FBgn0039019 FBgn0037146 "
"FC3629",0,0,15,0,15,0,15,"Predicted","small GTPase mediated signal transduction","small GTPase mediated signal transduction;intracellular signal transduction;protein transport;signal transduction;establishment of protein localization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0029975 FBgn0016700 FBgn0014009 FBgn0041191 FBgn0028970 FBgn0037551 FBgn0053303 FBgn0030993 FBgn0004864 FBgn0015797 FBgn0032961 FBgn0014010 FBgn0011016 FBgn0015795 FBgn0022268 "
"FC3630",1,0,7,0,8,0,8,"Predicted","negative regulation of transcription from RNA polymerase II promoter","negative regulation of transcription from RNA polymerase II promoter;eggshell chorion gene amplification;eggshell chorion assembly;negative regulation of transcription, DNA-dependent;regulation of transcription from RNA polymerase II promoter",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0011763 FBgn0034258 FBgn0023509 FBgn0038390 FBgn0024371 FBgn0002914 FBgn0033846 FBgn0015799 "
"FC3631",0,0,4,0,4,0,4,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033556 FBgn0001186 FBgn0034011 FBgn0010109 "
"FC3632",0,1,14,0,15,0.0666666666666667,15,"Predicted","SRP-dependent cotranslational protein targeting to membrane","SRP-dependent cotranslational protein targeting to membrane;very long-chain fatty acid metabolic process;cotranslational protein targeting to membrane;fatty acid biosynthetic process;protein targeting to membrane",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0029975 FBgn0014868 FBgn0260960 FBgn0030817 FBgn0086357 FBgn0053110 FBgn0011509 FBgn0034277 FBgn0035471 FBgn0033259 FBgn0019925 FBgn0051523 FBgn0051522 FBgn0024315 FBgn0086683 "
"FC3633",0,0,5,0,5,0,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0033317 FBgn0086356 FBgn0027525 FBgn0031495 FBgn0010339 "
"FC3634",0,0,8,0,8,0,8,"Predicted","mitotic cell cycle G2/M transition DNA damage checkpoint","mitotic cell cycle G2/M transition DNA damage checkpoint;G2/M transition DNA damage checkpoint;DNA damage checkpoint;mitotic cell cycle G2/M transition checkpoint;G2/M transition checkpoint",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035164 FBgn0037741 FBgn0040078 FBgn0015544 FBgn0040075 FBgn0053129 FBgn0011660 FBgn0021796 "
"FC3635",0,0,5,0,5,0,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0013764 FBgn0011277 FBgn0014863 FBgn0039169 FBgn0032196 "
"FC3636",0,0,14,1,15,0,15,"Predicted","neurogenesis","neurogenesis;nervous system development;cell differentiation;system development;cellular developmental process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0086356 FBgn0030081 FBgn0261535 FBgn0030000 FBgn0261593 FBgn0034232 FBgn0035063 FBgn0261286 FBgn0020305 FBgn0027330 FBgn0031229 FBgn0010292 FBgn0027334 FBgn0031851 FBgn0039627 "
"FC3637",0,0,7,0,7,0,7,"Predicted","microtubule-based movement","microtubule-based movement",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0040232 FBgn0031057 FBgn0032256 FBgn0086899 FBgn0040011 FBgn0011760 FBgn0036640 "
"FC3638",0,0,13,0,13,0,13,"Predicted","negative regulation of transcription from RNA polymerase II promoter","negative regulation of transcription from RNA polymerase II promoter;negative regulation of transcription, DNA-dependent;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;compound eye development",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0002631 FBgn0000591 FBgn0022984 FBgn0002734 FBgn0002609 FBgn0000137 FBgn0000022 FBgn0011305 FBgn0004170 FBgn0001139 FBgn0002735 FBgn0002633 FBgn0002733 "
"FC3639",0,1,10,0,11,0.0909090909090909,11,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;positive regulation of RNA metabolic process;positive regulation of nucleobase-containing compound metabolic process;positive regulation of cellular biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0038773 FBgn0034722 FBgn0010750 FBgn0028687 FBgn0002183 FBgn0040273 FBgn0037657 FBgn0010278 FBgn0000258 FBgn0035205 FBgn0000259 "
"FC3640",0,0,7,0,7,0,7,"Predicted","axon guidance","axon guidance;axonogenesis;neuron projection morphogenesis;neuron projection development;cell morphogenesis involved in neuron differentiation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0020510 FBgn0014007 FBgn0046704 FBgn0000017 FBgn0024273 FBgn0000578 FBgn0000464 "
"FC3641",0,0,15,0,15,0,15,"Predicted","rRNA processing","rRNA processing;ncRNA processing;rRNA metabolic process;RNA processing;ncRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0052344 FBgn0022069 FBgn0021995 FBgn0025140 FBgn0038989 FBgn0033059 FBgn0038473 FBgn0033741 FBgn0028497 FBgn0028473 FBgn0032404 FBgn0030720 FBgn0032408 FBgn0028744 FBgn0037489 "
"FC3642",0,0,8,1,9,0,9,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;DNA integrity checkpoint;cell cycle checkpoint;modification-dependent protein catabolic process;regulation of G2/M transition of mitotic cell cycle",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0025637 FBgn0036516 FBgn0040291 FBgn0041171 FBgn0038202 FBgn0015509 FBgn0261617 FBgn0038056 FBgn0053969 "
"FC3643",0,1,5,0,6,0.166666666666667,6,"Predicted","regulation of tube architecture, open tracheal system","regulation of tube architecture, open tracheal system;tissue homeostasis;anatomical structure homeostasis;multicellular organismal homeostasis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0002921 FBgn0032005 FBgn0031534 FBgn0037249 FBgn0037874 FBgn0003731 "
"FC3644",0,0,20,0,20,0,20,"Predicted","secretion by cell","secretion by cell;vesicle-mediated transport;secretion;transport;establishment of localization in cell",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0015816 FBgn0260856 FBgn0039212 FBgn0033452 FBgn0044871 FBgn0034913 FBgn0260858 FBgn0260862 FBgn0036341 FBgn0051232 FBgn0036643 FBgn0028401 FBgn0037383 FBgn0003660 FBgn0035965 FBgn0260857 FBgn0031106 FBgn0086377 FBgn0260855 FBgn0011708 "
"FC3645",0,3,7,0,10,0.3,10,"Predicted","mitosis","mitosis;M phase of mitotic cell cycle;nuclear division;regulation of mitotic cell cycle;M phase",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004391 FBgn0025457 FBgn0035136 FBgn0001086 FBgn0052772 FBgn0032863 FBgn0000405 FBgn0031696 FBgn0031849 FBgn0012058 "
"FC3646",1,1,3,0,5,0.2,5,"Predicted","regulation of transcription from RNA polymerase II promoter","regulation of transcription from RNA polymerase II promoter;tracheal outgrowth, open tracheal system",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0003870 FBgn0038108 FBgn0001216 FBgn0013263 FBgn0022238 "
"FC3647",0,0,11,0,11,0,11,"Predicted","regulation of alternative nuclear mRNA splicing, via spliceosome","regulation of alternative nuclear mRNA splicing, via spliceosome;regulation of nuclear mRNA splicing, via spliceosome;regulation of mRNA processing;regulation of RNA splicing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004237 FBgn0022985 FBgn0033889 FBgn0022984 FBgn0031592 FBgn0083950 FBgn0010583 FBgn0016078 FBgn0035016 FBgn0022987 FBgn0038826 "
"FC3648",0,1,13,1,15,0.0666666666666667,15,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;nucleosome organization;regulation of RNA biosynthetic process;regulation of RNA metabolic process;chromatin organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0004828 FBgn0027490 FBgn0033341 FBgn0261617 FBgn0025716 FBgn0034537 FBgn0001197 FBgn0053554 FBgn0020306 FBgn0051611 FBgn0014857 FBgn0027378 FBgn0037770 FBgn0026080 FBgn0029094 "
"FC3649",0,0,11,0,11,0,11,"Predicted","pre-replicative complex assembly","pre-replicative complex assembly;DNA-dependent DNA replication initiation;DNA-dependent DNA replication;DNA replication;protein-DNA complex assembly",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0026143 FBgn0029688 FBgn0015929 FBgn0023181 FBgn0032929 FBgn0014861 FBgn0250874 FBgn0020633 FBgn0024332 FBgn0031875 FBgn0025815 "
"FC3650",0,0,8,0,8,0,8,"Predicted","chromatin silencing","chromatin silencing;negative regulation of transcription, DNA-dependent;regulation of transcription, DNA-dependent;neuron development;negative regulation of RNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0003334 FBgn0010313 FBgn0004861 FBgn0004860 FBgn0002283 FBgn0005624 FBgn0003042 FBgn0010280 "
"FC3651",0,0,15,0,15,0,15,"Predicted","protein folding","protein folding",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0005585 FBgn0036812 FBgn0030663 FBgn0261458 FBgn0033518 FBgn0037354 FBgn0014002 FBgn0005655 FBgn0026084 FBgn0035438 FBgn0034967 FBgn0030969 FBgn0000579 FBgn0037930 FBgn0034753 "
"FC3652",0,9,6,0,15,0.6,15,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;modification-dependent macromolecule catabolic process;cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0026380 FBgn0023174 FBgn0032492 FBgn0031443 FBgn0004066 FBgn0032884 FBgn0002284 FBgn0029608 FBgn0016697 FBgn0028694 FBgn0261394 FBgn0250746 FBgn0000339 FBgn0029134 FBgn0010590 "
"FC3653",1,0,12,2,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;mRNA processing;RNA splicing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0032240 FBgn0036277 FBgn0261791 FBgn0051184 FBgn0023167 FBgn0036915 FBgn0036733 FBgn0261067 FBgn0035675 FBgn0261789 FBgn0035271 FBgn0034564 FBgn0014024 FBgn0024179 FBgn0261068 "
"FC3654",0,0,10,0,10,0,10,"Predicted","regulation of alternative nuclear mRNA splicing, via spliceosome","regulation of alternative nuclear mRNA splicing, via spliceosome",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004237 FBgn0022985 FBgn0033889 FBgn0028644 FBgn0022984 FBgn0031592 FBgn0010583 FBgn0035016 FBgn0022987 FBgn0038826 "
"FC3655",0,0,12,3,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0033210 FBgn0022984 FBgn0004587 FBgn0031607 FBgn0029887 FBgn0039600 FBgn0023167 FBgn0005411 FBgn0022942 FBgn0016978 FBgn0261789 FBgn0031492 FBgn0028474 FBgn0261792 FBgn0261596 "
"FC3656",0,2,13,0,15,0.133333333333333,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;transcription initiation, DNA-dependent;regulation of transcription from RNA polymerase II promoter;transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035754 FBgn0026873 FBgn0034707 FBgn0034503 FBgn0039337 FBgn0024330 FBgn0037359 FBgn0036581 FBgn0013531 FBgn0260401 FBgn0036811 FBgn0035145 FBgn0035149 FBgn0032859 FBgn0034517 "
"FC3657",1,0,6,0,7,0,7,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0261067 FBgn0036277 FBgn0035271 FBgn0035675 FBgn0034564 FBgn0051184 FBgn0022238 "
"FC3658",0,0,15,0,15,0,15,"Predicted","nucleosome assembly","nucleosome assembly;chromatin assembly;DNA packaging;chromatin assembly or disassembly;DNA conformation change",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0053812 FBgn0053860 FBgn0003044 FBgn0053809 FBgn0039217 FBgn0003607 FBgn0001219 FBgn0053803 FBgn0053821 FBgn0004106 FBgn0053833 FBgn0029979 FBgn0029094 FBgn0000629 FBgn0053824 "
"FC3659",1,0,9,0,10,0,10,"Predicted","negative regulation of transcription from RNA polymerase II promoter","negative regulation of transcription from RNA polymerase II promoter;eggshell chorion gene amplification;regulation of transcription from RNA polymerase II promoter;negative regulation of transcription, DNA-dependent;eggshell chorion assembly",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0034258 FBgn0023509 FBgn0038390 FBgn0002914 FBgn0034430 FBgn0015799 FBgn0011763 FBgn0024371 FBgn0033846 FBgn0015805 "
"FC3660",1,0,14,0,15,0,15,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0042125 FBgn0038666 FBgn0042127 FBgn0001124 FBgn0040070 FBgn0011640 FBgn0015521 FBgn0032030 FBgn0037660 FBgn0037377 FBgn0013548 FBgn0034646 FBgn0033527 FBgn0033926 FBgn0031143 "
"FC3661",1,0,9,0,10,0,10,"Predicted","protein ubiquitination","protein ubiquitination;protein modification by small protein conjugation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0015321 FBgn0032660 FBgn0003149 FBgn0001217 FBgn0015320 FBgn0030693 FBgn0011217 FBgn0030789 FBgn0086558 FBgn0037384 "
"FC3662",1,0,13,1,15,0,15,"Predicted","myofibril assembly","myofibril assembly;actomyosin structure organization;striated muscle cell development;actin cytoskeleton organization;muscle cell development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0037046 FBgn0000045 FBgn0003149 FBgn0086783 FBgn0035817 FBgn0000116 FBgn0031037 FBgn0053813 FBgn0039959 FBgn0004169 FBgn0004003 FBgn0004117 FBgn0000667 FBgn0261955 FBgn0011837 "
"FC3663",0,0,15,0,15,0,15,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;regulation of RNA metabolic process;negative regulation of gene expression;regulation of cellular macromolecule biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0031668 FBgn0032321 FBgn0004656 FBgn0040929 FBgn0033341 FBgn0031873 FBgn0038576 FBgn0025716 FBgn0034537 FBgn0001197 FBgn0040075 FBgn0020306 FBgn0000042 FBgn0011741 FBgn0040078 "
"FC3664",0,0,15,0,15,0,15,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;regulation of RNA metabolic process;regulation of cellular macromolecule biosynthetic process;regulation of gene expression",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0031668 FBgn0032321 FBgn0033341 FBgn0031873 FBgn0025716 FBgn0034537 FBgn0001197 FBgn0040075 FBgn0020306 FBgn0050417 FBgn0000042 FBgn0040078 FBgn0027378 FBgn0011741 FBgn0000259 "
"FC3665",0,2,5,0,7,0.285714285714286,7,"Predicted","cellular macromolecule metabolic process","cellular macromolecule metabolic process;macromolecule metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004403 FBgn0003366 FBgn0034534 FBgn0033754 FBgn0086447 FBgn0037603 FBgn0004404 "
